Padeiro		1.43	 0.93  1.12  1.23  0.94  0.71  1.03  0.70  0.77  1.22 
Patorra		1.17	 0.83  0.71  1.32  0.91  0.95  1.03  0.52  1.22  1.04 
Pedral		 0.87	 1.21  1.37  1.03  1.48  1.07  0.52  1.12  0.92  0.68 
Pilongo		1.02	 1.49  0.57  0.73  1.02  1.08  0.55  1.33  1.34  1.36 
Ramisco		0.77	 0.72  1.01  1.12  0.94  0.61  0.51  0.54  0.88  0.54 
Ricoca		 0.59	 0.79  0.68  1.37  1.35  1.50  1.42  1.02  0.71  0.87 
Rufete		 0.74	 1.37  0.60  1.04  1.38  0.79  1.48  1.21  1.20  1.21 
Saborinho	 1.01	 1.38  1.37  1.48  1.35  1.38  0.61  0.63  1.42  0.52 
Tintinha	  1.45	 1.48  1.45  1.46  1.10  0.95  1.38  1.30  1.27  1.07 
Touriga		1.02	 0.84  0.90  1.47  1.25  0.86  0.80  1.23  0.86  0.82 
Trincadeira	  1.37	 1.18  0.81  0.99  1.06  0.68  0.89  0.73  0.64  0.52 
Triunfo		0.95	 1.23  1.46  1.39  0.83  1.15  0.65  0.53  0.87  0.90 
Varejoa		1.19	 0.69  0.67  1.32  0.53  1.16  0.96  0.65  0.58  1.25 
Xara		0.55	 1.40  1.00  1.04  1.29  0.70  1.29  1.13  0.94  1.38;


param yield2: 1	 2	 3	 4	 5	 6	 7	 8	 9	 10 :=
Alfrocheiro	 0.89  0.72  0.55  0.93  1.39  1.38  1.20  1.40  1.25  0.51 
Amaral		0.77  0.84  1.34  1.00  1.36  0.57  0.84  1.32  1.39  1.31 
Aragonez		 0.96  1.26  0.71  1.18  0.55  1.33  0.81  0.75  0.98  0.68 
Aramon		1.19  1.33  0.65  1.41  1.00  1.49  1.23  1.33  1.37  1.17 
Baga		  0.65  0.65  0.53  1.12  0.74  1.00  0.87  0.90  1.21  0.83 
Bastardo		 0.88  1.10  1.13  0.84  1.14  1.15  1.29  1.09  0.55  1.16 
Bonvedro		 1.21  1.49  1.15  0.77  1.29  0.87  0.51  1.37  0.69  1.22 
Branjo		0.55  0.73  0.72  0.80  0.69  1.34  0.67  1.26  1.00  0.76 
Cabinda		  1.13  0.62  1.44  1.35  0.59  1.12  1.49  0.55  1.14  1.10 
Casculho		 1.10  0.88  1.12  0.97  1.23  0.61  0.83  0.73  0.84  1.46 
Cidadelhe		1.02  0.95  1.47  0.67  0.87  1.23  0.75  0.95  0.78  0.54 
Cidreiro		 0.67  1.41  1.12  1.00  0.84  1.27  0.78  1.21  0.87  1.09 
Concieira		1.23  1.15  0.64  0.56  0.87  1.39  1.43  0.92  1.07  1.30 
Cornifesto	  1.46  0.64  0.59  0.66  1.03  0.67  1.42  0.62  1.24  1.01 
Corropio		 0.94  1.21  1.26  0.72  1.42  0.77  0.72  1.24  0.58  1.36 
Corvo		 1.03  0.64  1.47  0.66  1.15  0.83  1.40  1.23  1.24  1.25 
Deliciosa		0.85  1.14  1.03  1.32  0.93  0.89  1.47  1.15  1.08  0.79 
Donzelinho	  0.61  1.12  0.77  1.45  0.72  0.61  0.92  0.78  0.74  1.29 
Engomada		 0.96  1.23  1.20  1.46  1.39  1.23  0.57  0.61  1.32  1.15 
Espadeiro		1.37  1.17  1.25  1.16  0.86  0.54  0.93  1.09  0.72  1.27 
Ferral		1.47  1.32  1.49  1.05  1.47  0.86  1.39  1.27  0.94  0.50 
Galego		0.60  0.73  0.81  0.65  0.53  1.35  0.79  1.34  0.89  0.81 
Grangeal		 0.59  0.88  0.95  1.08  0.66  1.42  1.22  0.67  0.57  0.60 
Lourela		  1.34  1.03  1.15  0.86  1.49  0.61  0.86  1.25  0.83  1.21 
Lusitano		 1.13  0.94  1.22  1.36  1.00  1.39  1.23  1.20  1.29  1.14 
Malandra		 1.10  0.52  1.46  0.94  0.82  0.96  1.41  1.41  1.11  0.81 
Malvarisco	  1.19  0.52  0.98  0.92  0.60  0.51  0.60  0.93  0.62  0.66 
Marufo		1.34  0.51  1.36  1.04  1.05  0.69  0.57  0.60  1.50  0.51 
Melra		 1.00  0.79  1.40  1.34  0.60  0.95  1.37  1.45  0.70  0.75 
Molar		 1.19  1.24  1.37  0.74  1.38  1.45  1.18  1.47  1.04  0.85 
Monvedro		 1.34  0.56  1.02  1.09  1.34  0.82  1.37  1.11  1.40  0.57 
Moreto		0.65  0.96  0.76  0.78  0.75  0.79  0.95  1.38  1.38  1.39 
Moscatel		 1.20  1.31  1.05  1.44  0.66  0.96  0.75  1.40  1.18  0.61 
Mourisco		 0.56  0.61  0.50  1.11  1.45  1.22  0.59  1.05  0.54  0.57 
Mulata		1.11  0.61  0.88  0.79  0.63  1.41  1.25  0.68  0.93  1.01 
Nevoeira		 1.03  1.38  0.63  0.84  0.88  1.15  0.89  1.36  0.75  0.99 
Padeiro		  0.64  0.83  0.53  1.01  0.76  0.87  0.80  0.53  1.28  1.35 
Patorra		  0.99  0.74  0.75  0.75  1.22  0.62  0.77  0.81  1.03  1.28 
Pedral		0.99  1.35  0.72  1.08  0.65  1.11  1.41  0.90  0.64  1.22 
Pilongo		  0.96  1.25  1.08  1.08  1.29  0.59  0.61  1.04  1.32  1.12 
Ramisco		  1.06  1.21  1.36  1.03  1.30  0.61  1.06  0.63  1.13  0.80 
Ricoca		0.75  1.10  0.84  0.61  1.13  1.07  0.91  1.46  1.29  0.84 
Rufete		0.56  1.02  1.43  1.39  1.27  0.78  0.70  1.30  1.37  1.06 
Saborinho		0.80  0.76  1.34  0.82  0.52  0.84  0.59  0.63  1.09  0.65 
Tintinha		 0.98  0.78  1.11  1.11  1.38  1.15  1.44  0.55  1.15  1.13 
Touriga		  1.40  1.04  0.78  1.25  1.36  0.71  0.87  0.99  0.79  0.53 
Trincadeira	 1.16  1.41  0.79  0.97  1.26  0.91  0.86  0.77  0.96  1.48 
Triunfo		  1.40  0.86  1.29  1.32  0.65  1.27  1.01  1.22  0.56  0.83 
Varejoa		  1.34  1.49  1.22  0.95  0.67  0.84  1.49  0.80  1.22  0.77 
Xara		  0.51  1.49  1.18  1.09  1.25  1.07  0.55  0.88  1.34  1.01;

param yield3: 	1		2	 3	 	4	 5		 6	 7	 	8	 9	 10 :=
Alfrocheiro	 	0.79  0.51  1.12  0.91  0.87  1.15  1.39  0.82  1.11  1.09 
Amaral			0.98  1.46  1.34  1.38  0.60  1.09  1.23  0.74  0.60  0.72 
Aragonez		0.63  0.62  0.90  0.71  1.16  1.36  0.76  1.17  1.50  1.47 
Aramon			0.69  1.42  0.75  1.15  1.49  0.63  0.66  0.79  1.48  1.00 
Baga		  	0.83  1.29  1.20  1.31  1.19  1.24  0.64  0.93  0.50  0.90 
Bastardo		1.49  0.89  0.65  0.60  1.49  1.50  1.26  0.82  0.89  0.61 
Bonvedro		0.61  1.28  0.75  1.42  0.77  1.23  1.15  0.98  0.95  1.06 
Branjo			0.72  1.27  0.57  0.94  0.67  0.91  0.83  1.03  1.42  1.33 
Cabinda			1.47  0.78  0.64  1.12  0.82  1.41  1.38  1.14  1.16  1.03 
Casculho		1.01  0.84  1.01  1.30  1.02  1.46  1.26  0.79  0.87  1.42 
Cidadelhe		1.02  0.62  1.41  1.02  1.15  1.11  0.98  0.62  0.69  0.58 
Cidreiro		1.13  1.49  1.27  1.04  1.35  0.91  0.99  1.12  1.22  0.65 
Concieira		0.83  1.34  1.06  1.21  0.78  0.82  1.25  1.19  0.52  1.34 
Cornifesto	  	1.25  1.49  1.24  1.43  0.58  0.78  1.01  1.22  0.83  0.84 
Corropio		1.06  1.25  0.60  0.96  1.05  0.96  0.91  0.80  0.87  0.86 
Corvo			1.18  1.15  0.51  1.33  1.49  1.16  1.15  0.60  1.03  0.89 
Deliciosa		0.66  1.41  0.89  0.75  1.11  0.73  0.87  1.13  1.43  1.39 
Donzelinho	  	0.54  0.82  0.51  1.04  1.35  0.53  1.38  0.91  1.08  0.94 
Engomada		1.00  0.61  0.93  0.88  0.75  0.96  0.53  0.99  0.92  0.73 
Espadeiro		1.19  0.62  1.37  0.53  0.96  1.06  0.73  0.51  1.00  0.93 
Ferral			0.74  1.28  1.21  1.21  1.23  1.19  1.17  0.64  1.24  0.63 
Galego			1.38  1.09  0.59  1.30  1.02  0.97  1.00  0.54  0.75  1.21 
Grangeal		0.65  0.76  1.24  1.19  0.60  1.48  0.82  1.05  1.05  1.06 
Lourela		  	1.33  0.56  1.43  1.22  0.52  1.03  0.96  1.36  0.82  0.64 
Lusitano		1.10  1.13  1.18  0.64  0.58  0.84  1.07  1.05  0.54  0.94 
Malandra		0.84  1.21  0.76  1.38  0.80  1.14  0.82  0.65  0.57  1.50 
Malvarisco		1.06  1.26  1.29  0.56  0.76  0.62  0.87  0.51  0.65  0.76 
Marufo			1.40  0.74  1.23  0.55  1.42  0.71  0.95  1.43  0.91  0.55 
Melra		 	0.91  1.01  1.48  0.83  1.37  1.35  0.62  0.85  1.47  0.59 
Molar		 	1.46  0.69  0.93  1.06  1.44  1.41  0.74  1.43  1.24  1.07 
Monvedro		0.80  0.91  1.04  1.03  1.18  0.85  0.97  0.50  0.54  1.17 
Moreto			1.10  0.83  1.04  0.68  0.54  1.37  1.23  1.16  1.09  1.11 
Moscatel		1.00  0.75  0.52  0.72  1.14  0.69  1.34  1.41  0.98  0.85 
Mourisco		1.30  1.14  0.90  1.09  0.81  0.94  0.55  0.98  0.56  0.87 
Mulata			0.68  0.78  0.91  1.47  0.76  0.66  1.34  1.49  0.76  1.43 
Nevoeira		1.06  0.87  1.31  1.27  1.36  0.84  1.17  1.05  1.22  0.81 
Padeiro			1.45  1.06  1.12  1.43  0.72  1.14  1.26  1.34  1.26  1.18 
Patorra			1.49  1.01  0.83  0.89  1.14  0.58  1.24  1.09  1.14  1.49 
Pedral			0.62  0.67  1.06  0.89  1.12  0.56  1.40  0.76  0.66  1.07 
Pilongo			0.82  1.32  0.68  1.14  0.87  0.64  0.97  1.49  1.42  1.06 
Ramisco		  	0.73  1.38  0.54  1.27  1.49  1.46  1.06  0.95  1.04  1.00 
Ricoca			0.74  1.13  0.60  0.75  0.85  1.48  0.88  0.83  0.98  1.10 
Rufete			0.65  1.40  1.02  1.25  0.55  1.43  1.35  1.11  1.03  0.65 
Saborinho		0.55  1.06  1.13  0.70  1.36  1.34  0.81  1.10  0.62  0.74 
Tintinha		0.52  0.54  1.31  1.11  1.04  1.26  0.95  1.28  0.76  0.84 
Touriga		  	1.39  0.57  0.71  0.79  1.07  1.47  0.81  0.94  1.40  1.05 
Trincadeira	 	0.85  1.33  0.59  1.07  0.97  0.61  0.82  0.60  1.07  1.29 
Triunfo		  	1.11  0.78  0.60  0.63  0.86  0.91  0.57  1.14  0.76  0.86 
Varejoa		  	1.14  1.31  0.98  0.83  1.13  1.18  0.52  1.14  0.52  0.50 
Xara		  	1.00  0.77  1.14  0.80  0.84  0.64  1.20  0.76  0.81  1.14;


param revenue1 :=
W01	12.39 
W02	11.94 
W03	12.15 
W04	13.71 
W05	10.88 
W06	12.99 
W07	11.92;

param revenue2 :=
W01	10.61 
W02	8.82  
W03	11.2  
W04	10.22 
W05	8.86  
W06	12.28 
W07	8.98;


param revenue3 :=
W01	10.19 
W02	13.94 
W03	 9.34  
W04	13.69 
W05	11.53 
W06	7.84  
W07	11.65;

end;
